studentid,name,academicinterest,extracurricularactivities,skills,location,yearofstudy,major,gpa,languages,clubmemberships,researchinterests
927,Student 927,Biology,Sports Team,"Artistic, Data Analysis, Leadership",Chicago,Senior,Computer Science,2.05,"Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Space Exploration
928,Student 928,Mathematics,Debate Club,"Data Analysis, Problem Solving",Boston,Senior,Biology,2.52,Chinese,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Climate Change
930,Student 930,Computer Science,Debate Club,"Problem Solving, Programming",Boston,Freshman,Psychology,2.08,"French, German, Japanese","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
931,Student 931,Computer Science,Sports Team,Problem Solving,Chicago,Freshman,Computer Science,2.77,"Chinese, Spanish","Art Club, Coding Club, Sports Team, Volunteer Group",Environmental Sustainability
932,Student 932,Computer Science,Sports Team,"Artistic, Data Analysis, Problem Solving, Public Speaking",Houston,Freshman,Physics,3.8200000000000003,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Cybersecurity
933,Student 933,Psychology,Coding Club,Problem Solving,Los Angeles,Graduate,Physics,2.94,"English, German","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Quantum Computing
934,Student 934,Mathematics,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Public Speaking",New York,Sophomore,Psychology,3.03,"Chinese, English, French, Japanese, Spanish","Art Club, Debate Club, Music Club, Sports Team, Volunteer Group",Blockchain Technology
935,Student 935,History,Debate Club,Leadership,Boston,Junior,Mathematics,2.34,"English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Climate Change
936,Student 936,Computer Science,Sports Team,"Data Analysis, Leadership, Programming",Los Angeles,Freshman,Physics,3.91,German,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
937,Student 937,Computer Science,Volunteer Group,"Artistic, Problem Solving, Programming",Boston,Freshman,Mathematics,3.96,"Chinese, English, German, Japanese, Spanish","Art Club, Music Club, Volunteer Group",Blockchain Technology
938,Student 938,Mathematics,Coding Club,"Artistic, Programming, Public Speaking",Los Angeles,Senior,Biology,3.04,"Chinese, English, French, Japanese, Spanish",Volunteer Group,Quantum Computing
939,Student 939,Physics,Music Club,Problem Solving,Los Angeles,Graduate,Biology,3.32,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Volunteer Group",Renewable Energy
940,Student 940,Physics,Volunteer Group,"Artistic, Data Analysis, Leadership",New York,Freshman,History,2.9699999999999998,"English, French, Japanese",Art Club,Environmental Sustainability
941,Student 941,Physics,Music Club,Artistic,Houston,Sophomore,Biology,2.33,"Chinese, French, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Biomedical Engineering
942,Student 942,Mathematics,Sports Team,"Artistic, Data Analysis, Leadership, Programming",Los Angeles,Senior,Mathematics,3.23,"English, French, German, Japanese, Spanish","Debate Club, Volunteer Group",Political Science
943,Student 943,History,Debate Club,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",Boston,Freshman,History,2.21,"Chinese, English, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Climate Change
944,Student 944,Mathematics,Sports Team,"Artistic, Data Analysis, Leadership",Boston,Junior,Physics,2.73,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Human-Computer Interaction
945,Student 945,Computer Science,Debate Club,"Programming, Public Speaking",Los Angeles,Freshman,Computer Science,3.38,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club",Climate Change
946,Student 946,Psychology,Sports Team,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Sophomore,Mathematics,2.74,"French, Japanese, Spanish","Art Club, Coding Club, Music Club",Climate Change
947,Student 947,Physics,Debate Club,"Artistic, Problem Solving",Los Angeles,Graduate,Biology,2.79,"Chinese, French, Spanish","Art Club, Music Club",Blockchain Technology
948,Student 948,Psychology,Sports Team,"Leadership, Programming",Chicago,Senior,Mathematics,2.33,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Music Club",Environmental Sustainability
949,Student 949,Psychology,Sports Team,"Leadership, Problem Solving, Programming, Public Speaking",Boston,Freshman,Biology,2.7,"English, French, Spanish",Music Club,Natural Language Processing
950,Student 950,Mathematics,Art Club,"Data Analysis, Leadership, Problem Solving, Public Speaking",Boston,Sophomore,History,2.11,"French, Spanish","Art Club, Debate Club",Blockchain Technology
951,Student 951,Mathematics,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Senior,Biology,2.22,"English, French, Japanese","Art Club, Music Club",Astrophysics
952,Student 952,History,Sports Team,"Data Analysis, Leadership, Public Speaking",Chicago,Junior,Psychology,3.71,"German, Spanish","Art Club, Debate Club, Music Club",Biomedical Engineering
953,Student 953,History,Sports Team,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Sophomore,Physics,3.2,"Chinese, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Sports Team, Volunteer Group",Robotics
954,Student 954,History,Sports Team,"Artistic, Data Analysis, Leadership, Programming",New York,Graduate,Computer Science,3.22,German,Music Club,Nanotechnology
955,Student 955,Mathematics,Sports Team,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Graduate,Psychology,2.61,"Chinese, English, French, German, Spanish",Art Club,Sustainable Agriculture
956,Student 956,Biology,Art Club,"Artistic, Data Analysis",Boston,Sophomore,Computer Science,3.89,"German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team",Renewable Energy
957,Student 957,Biology,Volunteer Group,"Programming, Public Speaking",Houston,Junior,Biology,2.48,"Chinese, English, French, German, Japanese, Spanish","Art Club, Debate Club, Music Club, Sports Team, Volunteer Group",Nanotechnology
958,Student 958,History,Sports Team,"Artistic, Programming",New York,Senior,Mathematics,2.23,French,"Art Club, Coding Club, Sports Team",Robotics
959,Student 959,Psychology,Coding Club,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",Boston,Junior,Biology,2.43,"Chinese, English, German, Japanese, Spanish","Art Club, Debate Club, Music Club, Sports Team",Educational Technology
960,Student 960,Physics,Art Club,Leadership,Houston,Senior,Biology,3.31,"Chinese, English, German, Japanese, Spanish","Coding Club, Debate Club, Music Club, Volunteer Group",Sustainable Agriculture
961,Student 961,History,Music Club,"Artistic, Problem Solving",Houston,Sophomore,Computer Science,3.81,"Chinese, English, German, Japanese",Debate Club,Sustainable Agriculture
962,Student 962,History,Art Club,"Artistic, Data Analysis, Leadership, Programming, Public Speaking",Houston,Freshman,History,2.26,"Chinese, English, French, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Machine Learning
963,Student 963,Biology,Coding Club,"Artistic, Data Analysis",Boston,Sophomore,Mathematics,2.86,"Chinese, English, French, German, Japanese, Spanish",Coding Club,Data Science
964,Student 964,Mathematics,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Los Angeles,Graduate,Mathematics,3.2,Japanese,"Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Climate Change
965,Student 965,Mathematics,Sports Team,"Artistic, Data Analysis, Leadership, Programming, Public Speaking",Los Angeles,Sophomore,Biology,2.5300000000000002,"Chinese, English, French, German, Japanese, Spanish","Art Club, Debate Club",Cognitive Psychology
966,Student 966,Mathematics,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",New York,Senior,Biology,2.56,"Chinese, French, German","Sports Team, Volunteer Group",Renewable Energy
967,Student 967,Mathematics,Volunteer Group,"Problem Solving, Public Speaking",Chicago,Senior,Psychology,3.62,"English, Japanese","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Urban Planning
968,Student 968,Biology,Volunteer Group,"Artistic, Data Analysis, Leadership, Public Speaking",Houston,Freshman,Mathematics,3.58,Spanish,Sports Team,Renewable Energy
969,Student 969,Psychology,Volunteer Group,"Artistic, Data Analysis, Problem Solving",Houston,Sophomore,Physics,3.08,"Chinese, English, French, German, Spanish","Coding Club, Debate Club",Healthcare Management
970,Student 970,History,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Sophomore,Biology,2.41,"English, French","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Renewable Energy
971,Student 971,History,Sports Team,"Artistic, Data Analysis, Leadership, Programming, Public Speaking",San Francisco,Junior,Psychology,2.65,"Chinese, French, German, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
972,Student 972,Computer Science,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Graduate,History,2.34,Japanese,"Coding Club, Sports Team",Renewable Energy
973,Student 973,Physics,Coding Club,"Artistic, Data Analysis, Leadership",Los Angeles,Sophomore,Psychology,2.12,"English, French, Spanish","Art Club, Debate Club, Volunteer Group",Blockchain Technology
974,Student 974,Biology,Music Club,"Data Analysis, Problem Solving, Public Speaking",Houston,Junior,Physics,3.52,"Chinese, French, German, Japanese","Coding Club, Music Club, Volunteer Group",Cybersecurity
975,Student 975,Mathematics,Sports Team,"Programming, Public Speaking",New York,Graduate,Biology,2.55,"Chinese, English, French, German, Japanese, Spanish",Sports Team,Biomedical Engineering
976,Student 976,Psychology,Sports Team,"Artistic, Leadership, Programming, Public Speaking",Los Angeles,Graduate,Computer Science,2.25,"English, German, Spanish","Art Club, Music Club, Volunteer Group",Sustainable Agriculture
977,Student 977,Physics,Volunteer Group,"Artistic, Leadership, Problem Solving, Programming, Public Speaking",Houston,Sophomore,History,2.47,"Chinese, German","Art Club, Volunteer Group",Space Exploration
978,Student 978,Physics,Coding Club,"Artistic, Programming",Los Angeles,Senior,Physics,2.71,"English, French, German, Japanese, Spanish",Coding Club,Astrophysics
979,Student 979,Physics,Volunteer Group,"Leadership, Problem Solving",Boston,Freshman,Mathematics,3.5300000000000002,"English, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Social Sciences
980,Student 980,History,Music Club,Leadership,San Francisco,Junior,History,2.98,"Chinese, French, German","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Data Science
981,Student 981,Biology,Volunteer Group,"Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Houston,Senior,Psychology,2.79,"Chinese, English, French, German, Japanese, Spanish","Art Club, Debate Club, Volunteer Group",Quantum Computing
982,Student 982,Physics,Coding Club,"Artistic, Data Analysis, Problem Solving, Programming, Public Speaking",Houston,Graduate,Biology,3.2,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Natural Language Processing
983,Student 983,Computer Science,Sports Team,"Leadership, Programming, Public Speaking",New York,Freshman,Mathematics,3.55,Chinese,"Art Club, Coding Club, Music Club, Sports Team, Volunteer Group",Machine Learning
984,Student 984,Computer Science,Sports Team,"Artistic, Data Analysis, Leadership, Problem Solving, Programming",Houston,Freshman,Psychology,2.6,"Chinese, English, French, German, Spanish",Art Club,Artificial Intelligence
985,Student 985,Computer Science,Debate Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Chicago,Senior,Psychology,2.66,"Chinese, English, German","Art Club, Coding Club, Debate Club, Music Club, Volunteer Group",Data Science
986,Student 986,Mathematics,Coding Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming",Los Angeles,Junior,Mathematics,2.56,"Chinese, English, French, German, Japanese, Spanish","Art Club, Coding Club, Sports Team, Volunteer Group",Human-Computer Interaction
987,Student 987,Biology,Volunteer Group,"Problem Solving, Public Speaking",New York,Senior,Mathematics,3.61,Chinese,"Art Club, Debate Club, Music Club, Sports Team",Climate Change
988,Student 988,Psychology,Coding Club,Programming,San Francisco,Junior,Computer Science,3.01,"Chinese, English, German","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Healthcare Management
989,Student 989,Mathematics,Art Club,"Artistic, Data Analysis, Leadership, Problem Solving",Chicago,Freshman,Mathematics,2.9699999999999998,"German, Spanish","Music Club, Volunteer Group",Astrophysics
990,Student 990,Physics,Sports Team,"Data Analysis, Problem Solving, Programming, Public Speaking",Boston,Senior,Psychology,2.6,"Chinese, English, French, Japanese, Spanish","Art Club, Debate Club, Music Club, Sports Team",Data Science
991,Student 991,Psychology,Sports Team,"Problem Solving, Programming",Los Angeles,Sophomore,Mathematics,3.37,"English, Japanese","Music Club, Volunteer Group",Artificial Intelligence
992,Student 992,Physics,Sports Team,"Leadership, Problem Solving",Houston,Sophomore,Mathematics,2.06,"Chinese, English","Art Club, Coding Club, Debate Club, Music Club, Sports Team, Volunteer Group",Educational Technology
993,Student 993,Mathematics,Music Club,"Artistic, Data Analysis, Leadership, Problem Solving, Programming, Public Speaking",Boston,Sophomore,Computer Science,2.9699999999999998,"Chinese, English, French, German, Spanish","Music Club, Sports Team",Natural Language Processing
